Code,Description,pheno_20,pheno_21,pheno_24,pheno_25,pheno_27,pheno_28,pheno_29,pheno_30,pheno_31,pheno_34,pheno_36,pheno_15,pheno_17,pheno_05,pheno_09,pheno_11,pheno_12,pheno_01,pheno_02,pheno_13,pheno_16,pheno_33,pheno_37,Person.count.in.SDE,In.Refset
251651000000102,Heart failure monitoring telephone invite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
251661000000104,Heart failure monitoring verbal invite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
251671000000106,Heart failure monitoring first letter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
251681000000108,Heart failure monitoring second letter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
251691000000105,Heart failure monitoring third letter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
253041000000107,Heart failure 6 month review,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
25544003,Low output heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
259981000000101,Open heart assist operations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
259991000000104,Open implantation of ventricular assist device,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
260021000000104,Open heart assist operations NOS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
266233000,Chronic pulmonary heart disease NOS (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
274096000,Pulmonary heart disease (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
274631000000105,Heart failure monitoring telephone invite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
274641000000101,Heart failure monitoring verbal invite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
274651000000103,Heart failure monitoring first letter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
274661000000100,Heart failure monitoring second letter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
274671000000107,Heart failure monitoring third letter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
275514001,Impaired left ventricular function (finding),1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,174820,No
276514007,Neonatal cardiac failure (disorder),0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
276637009,Hemorrhagic pulmonary edema (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
277638005,Sepsis-associated left ventricular failure (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
277639002,Sepsis-associated right ventricular failure (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
281170005,Arrhythmogenic right ventricular cardiomyopathy (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
285211000119102,Congestive heart failure as post-operative complication of cardiac surgery (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
285221000119109,Congestive heart failure as post-operative complication of non-cardiac surgery (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
286952009,Pulmonary heart disease NOS (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
286953004,Other pulmonary heart disease (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
308118002,Cardiac failure therapy (procedure),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
309634009,History of heart failure in last year (situation),1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
313389004,No cardiac failure (situation),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
314206003,Refractory heart failure (disorder),1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,130,No
325431000000103,Congestive heart failure due to valvular disease (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
33622007,Round heart disease (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
33644002,Postvalvulotomy syndrome (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
338101000000107,Congestive heart failure due to valvular disease,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
35728003,Familial cardiomyopathy (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
359617009,Acute right-sided heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
359620001,Acute right heart failure (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
360371003,Acute cardiac pulmonary edema (disorder),1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
36315003,Malignant hypertensive heart disease without congestive heart failure (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,No
364006,Acute left-sided heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
366784002,Congestive heart failure monitoring (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
366862009,Congestive heart failure monitoring (regime/therapy),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
367363000,Right ventricular failure (disorder),1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,12285,No
36890002,Temporary cardioassist with artificial heart (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
371862006,Depression of left ventricular systolic function (finding),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
389838008,Heart failure annual review (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
389937002,Heart failure follow-up (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
39028003,Implantation of heart auxiliary ventricle (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
390570006,Heart failure annual review (regime/therapy),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
390671000,Heart failure follow-up (finding),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
390771000000106,[X]Pulmonary heart disease and diseases of pulmonary circulation (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
390868005,Heart failure screen (procedure),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
390884006,Heart failure follow-up (finding),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
390885007,Heart failure annual review (regime/therapy),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
392748002,Heart failure confirmed (situation),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
393703008,Heart failure confirmed (situation),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
394887005,Suspected heart failure (situation),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
394927007,Heart failure excluded (situation),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
395105005,Heart failure confirmed (situation),0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
395172009,No evidence of left ventricular systolic dysfunction (situation),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
395704004,Left ventricular diastolic dysfunction (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
399020009,Congestive cardiomyopathy (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
403298007,Red half-moon nail in congestive heart failure (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
405276000,Negative pressure pulmonary edema (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
40541001,Acute pulmonary edema (disorder),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
407596008,Echocardiogram shows left ventricular systolic dysfunction (finding),0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,377675,No
407597004,Echocardiogram shows left ventricular diastolic dysfunction (finding),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48065,No
407606009,New York Heart Association classification - class II (assessment scale),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
407607000,New York Heart Association classification - class III (assessment scale),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
407608005,New York Heart Association classification - class IV (assessment scale),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
410431009,Cardiorespiratory failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
413164001,No evidence of left ventricular diastolic dysfunction (situation),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
414586001,Left ventricular dysfunction monitoring first letter (procedure),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
414588000,Left ventricular dysfunction monitoring second letter (procedure),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
414589008,Left ventricular dysfunction monitoring third letter (procedure),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
416573008,Left ventricular dysfunction monitoring verbal invite (finding),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
416683003,Emergency hospital admission for heart failure (procedure),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
416717003,Seen in heart failure clinic (finding),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
417146007,Referral to heart failure nurse (procedure),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
417359009,Seen by community heart failure nurse (finding),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
417996009,Systolic heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
418304008,Diastolic heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
419038004,Enhanced external counterpulsation (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
420300004,New York Heart Association Classification,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,200685,No
420816009,New York Heart Association Classification (assessment scale),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
420913000,New York Heart Association Classification,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,146150,No
421518007,New York Heart Classification finding (finding),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
421704003,New York Heart Association Classification,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,305065,No
422293003,New York Heart Association Classification,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,20270,No
42343007,Congestive heart failure (disorder),1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,175470,No
423475008,Heart failure education (procedure),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
424404003,Decompensated chronic heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12070,No
425991000000100,[X]Other specified pulmonary heart diseases (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
426012001,Right heart failure due to pulmonary hypertension (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
426263006,Congestive heart failure due to left ventricular systolic dysfunction (disorder),1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1100,No
426568003,Open implantation of cardiac ventricular assist device (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
426611007,Congestive heart failure due to valvular disease (disorder),1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,2280,No
429589006,Left ventricular cardiac dysfunction (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
429959009,Family history of heart failure (situation),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
430396006,Chronic systolic dysfunction of left ventricle (disorder),0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,240,No
433305001,Family history of congestive heart failure (situation),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
43736008,Rheumatic left ventricular failure (disorder),1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,115,No
438367009,"Congestive heart failure, hypertension, age 75 years or older, diabetes, and previous stroke or transient ischemic attack risk score (assessment scale)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
440589006,Knowledge level about heart failure management (observable entity),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
44088000,Low cardiac output syndrome (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
441481004,Chronic systolic heart failure (disorder),1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140,No
441530006,Chronic diastolic heart failure (disorder),1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1180,No
44313006,Right heart failure secondary to left heart failure (disorder),1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
443253003,Acute on chronic systolic heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No
443254009,Acute systolic heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
443343001,Acute diastolic heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
443344007,Acute on chronic diastolic heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No
445236007,Cardiorenal syndrome (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
446221000,Heart failure with normal ejection fraction (disorder),1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,81245,No
45227007,Hypertrophic obstructive cardiomyopathy (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
45650007,Kyphoscoliotic heart disease (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
46113002,Hypertensive heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No
462172006,Fetal heart failure (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
462174007,Fetal heart failure with myocardial hypertrophy (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
462175008,Fetal heart failure with redistribution of cardiac output (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
46847001,Chronic pulmonary edema (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,No
471880001,Heart failure due to end stage congenital heart disease (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
473226007,Heart failure medication review (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
48447003,Chronic heart failure (disorder),1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1345,No
49584005,Acute cor pulmonale (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
501871000000106,[D]Cardiorespiratory failure (situation),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
5053004,Cardiac insufficiency due to prosthesis (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
50781000119109,Nutrition therapy for congestive heart failure (regime/therapy),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
5148006,Hypertensive heart disease with congestive heart failure (disorder),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No
519531000000108,Cardiorenal syndrome (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
5375005,Chronic left-sided congestive heart failure (disorder),1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,No
54529009,Illegal abortion with cardiac arrest AND/OR failure (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
55565007,Heart failure following obstetric procedure (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
56379006,Abortion with cardiac arrest AND/OR failure (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
56675007,Acute heart failure (disorder),1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,10300,No
586171000000108,Transluminal insertion of heart assist system NEC (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
586181000000105,Other specified transluminal heart assist operation (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
588651000000108,Transluminal heart assist operation NOS (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
601601000000109,Acute pulmonary edema unspecified (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
608451000000100,Other chronic pulmonary heart disease NOS (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
60856006,Cardiac insufficiency following cardiac surgery (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
60899001,Hypertensive heart disease without congestive heart failure (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No
609460008,Induced termination of pregnancy complicated by cardiac arrest and/or failure (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
609507007,Induced termination of pregnancy complicated by cardiac failure (disorder),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
609555007,Diastolic heart failure stage A (finding),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
609556008,Systolic heart failure stage A (finding),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
62377009,Postpartum cardiomyopathy (disorder),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
639251000000101,Other heart aid NOS (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
639401000000103,Other chronic pulmonary heart disease (disorder),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
64253000,Implantation of heart assist system (procedure),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
